provincia;departamento;sector;ambito;Localizacion;ElectricidadSi;ElectricidadRedpública;ElectricidadGrupoelectrógeno;ElectricidadPanelfotovoltaicosolar;ElectricidadGeneradoreólico;ElectricidadGeneradorhidráulico;ElectricidadOtro;EquipamientoEstablecimientoTelevisor;EquipamientoEstablecimientoSistemamultimediaoCañón;EquipamientoEstablecimientoScanner;EquipamientoEstablecimientoWebcam;EquipamientoEstablecimientoReproductordeCD;EquipamientoEstablecimientoReproductordeDVD;EquipamientoEstablecimientoImpresora;EquipamientoEstablecimientoEquipoemisorderadioAMFM;EquipamientoEstablecimientoEquiporeceptorderadioAMFM;EquipamientoEstablecimientoServidorparausoescolar;EquipamientoEstablecimientoImpresora3D;EquipamientoEstablecimientoEquipodeSonido;EquipamientoEstablecimientoPizarrasdigitales;EquipamientoBibliotecaTelevisor;EquipamientoBibliotecaSistemamultimediaoCañón;EquipamientoBibliotecaScanner;EquipamientoBibliotecaEquipamientoBibliotecaWebcam;EquipamientoBibliotecaReproductordeCD;EquipamientoBibliotecaReproductordeDVD;EquipamientoBibliotecaImpresora;EquipamientoBibliotecaEquipoemisorderadioAMFM;EquipamientoBibliotecaEquiporeceptorderadioAMFM;EquipamientoBibliotecaServidorparausoescolar;InternetTipodeservicioGratuitoEstado;InternetTipodeservicioGratuitoOtro;InternetTipodeservicioPago;InternetTipodeconexiónTelefónica;InternetTipodeconexiónADSL;InternetTipodeconexiónCableMódem;InternetTipodeconexiónSatelital;InternetTipodeconexiónOtroTipo;InternetTipodeconexiónMóvil;EspaciosconconexiónEneláreadeadministración;EspaciosconconexiónEnlasaulas;EspaciosconconexiónEnlabibliotecas;EspaciosconconexiónEnotroespaciodelestablecimiento;EspaciosconconexiónEnellaboratorio;CooperadoraConpersoneríajurídica;CooperadoraSinpersoneríajurídica;CooperadoraNo;SistemadeGestiónEscolarSi;SistemadeGestiónEscolarProvistoporelMinisterio;SistemadeGestiónEscolarDesarrolladoporterceros;SistemadeGestiónEscolarEncargadoporelEstablecimiento;SistemadeGestiónEscolarPlanilladeCalculo;DisponedesalaolaboratoriodeinformáticaSi;LaboratorioFuncionaesespacioexclusivoSi;BibliotecaDisponedealmenosunaSi;BibliotecaFuncionaesespacioexclusivoSi;SubvenciónEstatalJardínMaternalSi;SubvenciónEstatalJardíndeInfantesSi;SubvenciónEstatalPrimariaSi;SubvenciónEstatalSecundariaSi;SubvenciónEstatalSNUSi
Chaco;BERMEJO;Estatal;Rural;36;36;35; ; ; ; ;1;17;24;7;1;4;4;23;12; ;1;1;17;6;3;1; ; ; ;1;1;1; ; ;11; ; ;1; ;3;4;1;2;11;7;3;5;1;2;22;12;6;5; ; ;1;7;2;14;11; ; ; ; ; 
Chaco;BERMEJO;Estatal;Urbano;25;25;25; ; ; ; ; ;12;13;4;3;4;3;15;7; ;2; ;14;4;1; ; ; ; ; ;2;1; ; ;16; ;1;2;1;9;6; ;2;17;11;3;7;1;6;11;8;3;3; ; ; ;4;2;8;6; ; ; ; ; 
Chaco;CHACABUCO;Estatal;Rural;23;23;23; ; ; ; ; ;10;16;10;6;13;6;23;15; ;2;1;13;8;5;6;2;1;4;2;6;5; ; ;3; ;1; ; ; ;1;3; ;2;4;2;2; ;6;17; ;2;2; ; ; ;5;1;11;3; ; ; ; ; 
Chaco;CHACABUCO;Estatal;Urbano;31;31;31; ; ; ; ; ;17;23;15;7;10;10;30;16; ;2;3;24;11;8;3;2;3;5;5;7;4; ; ;19;4;2;4;3;15;4;3;2;24;14;9;10;9;10;18;3;11;10; ; ;1;13;9;17;13; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Estatal;Rural;33;33;30; ; ; ; ;3;15;23;5;7;15;14;16;13; ;4; ;17;8;4;4;1; ;2;3;5;2; ; ;16; ; ;1; ;3;9;1;4;14;14;6;7;3;3;14;16;9;5;1; ;3;7;3;9;5; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Estatal;Urbano;78;78;78; ; ; ; ; ;44;61;10;8;29;24;56;23; ;5;2;54;21;15;6;1;2;6;4;10;4; ; ;43; ;12;4;3;20;17;10;5;55;31;17;21;11;13;39;26;26;22; ;1;3;18;14;36;28; ; ; ; ; 
Chaco;COMANDANTE FERNANDEZ;Privado;Urbano;40;39;39; ; ; ; ; ;33;32;20;22;24;25;34;15; ;6;9;34;13;11;10;8;8;8;7;9;3; ;3;1;1;34;21;4;16;3;6;4;36;30;14;19;19; ; ;40;18;6;3;7;2;21;15;24;15; ;8;9;10;7
Chaco;Enmascarado;Estatal;Urbano;29;28;28; ; ; ; ; ;17;22;14;9;12;13;22;15; ;3;4;22;10;5;3;2;3;3;3;4;3; ;1;17;3;3;2; ;8;9;5;1;20;16;8;11;8;3;16;10;13;9;2;1;1;13;8;13;10; ; ; ; ; 
Chaco;Enmascarado;Privado;Rural;9;8;8; ; ; ; ; ;4;4;3;1;2;2;3;1; ;2; ;3; ;1; ; ; ; ; ; ; ; ; ;4;1;2; ; ;3;3;2; ;7;5;3;5;2;3;1;5;3;2;1; ; ;1;1;3;1; ;2;2;4;1
Chaco;Enmascarado;Privado;Urbano;41;41;39; ; ; ; ;2;19;21;17;7;10;11;31;14; ;4;2;26;3;5;2;3;1;2;2;5;3; ; ;2;1;33;7;6;20;7;3;2;36;22;6;12;5;4;2;35;10;4; ;2;4;7;6;15;11;1;8;8;11;9
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Rural;18;18;18; ; ; ; ; ;11;14;10;3;5;7;15;6; ;5; ;10;8;1; ; ; ; ; ;2; ; ; ;13;1;1;1;2;4;6;2;1;15;11;3;2; ; ;14;4;4;3; ; ;1;3;1;5;5; ; ; ; ; 
Chaco;FRAY JUSTO SANTA MARIA DE ORO;Estatal;Urbano;15;15;15; ; ; ; ; ;8;10;5;3;6;2;9;5; ;3;2;12;3;2;1;1; ;1;1;2;2; ;1;6;2;4;6;2;5;1;4; ;9;8;1;2;2;3;9;3;10;10; ; ; ;4;3;6;3; ; ; ; ; 
Chaco;GENERAL BELGRANO;Estatal;Rural;7;6;5; ; ; ; ;1;4;6;4; ;3;1;6;5; ; ; ;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Chaco;GENERAL BELGRANO;Estatal;Urbano;14;14;14; ; ; ; ; ;8;12;6;2;2;2;11;6; ; ; ;10;4;2;2; ;1;2;2;2;1; ; ;8;1;1; ; ;6;3;1;2;10;7;4;3;2;1;9;4;7;7; ; ; ;5;2;7;6; ; ; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Rural;15;15;14; ; ; ; ;1;7;8;2;1;3;4;9;2; ;1; ;7;3;1;2;1; ;1; ;1; ; ; ;2; ; ; ; ; ;2; ; ;2;1; ;1; ;2;4;9;2;2; ; ; ; ; ;3;3; ; ; ; ; 
Chaco;GENERAL DONOVAN;Estatal;Urbano;21;21;21; ; ; ; ; ;9;13;4; ;7;7;13;9; ;2;1;15;4;3;1; ; ;1;2;1;2; ; ;14; ;1;1; ;6;3;3;3;15;8;2;4;1;3;6;12;5;5; ; ; ;8;5;9;7; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Rural;233;204;169;2;34; ; ;1;76;109;34;24;27;24;100;41; ;28;3;67;30;6;5;3;1;4;4;6;4; ;4;66;3;7;3;2;13;46;10;7;56;49;10;22;4;11;64;158;31;23;2;1;5;22;3;51;28; ; ; ; ; 
Chaco;GENERAL GUEMES;Estatal;Urbano;97;89;81;2;9;1;1;1;28;45;20;11;19;13;52;19; ;6;4;38;15;7;8;6;5;8;7;10;8; ;1;39; ;7;4; ;13;21;7;9;43;34;16;19;8;11;22;64;35;23;2; ;10;14;8;35;20; ; ; ; ; 
Chaco;GENERAL GUEMES;Privado;Rural;11;11;10; ; ; ; ;1;5;3;3;3;2;2;5;1; ;1;1;4;1;2;2;2;2;2;2;2;1; ;1;2; ;5;4; ;2; ; ;1;6;5;4;5;4;1;1;9;3;3; ; ; ;5;4;6;5; ;1;3;3;2
Chaco;GENERAL GUEMES;Privado;Urbano;23;22;22;1; ; ; ;1;14;15;10;10;10;7;17;7; ;3; ;16;2;2;1;1;1;2;2;4; ; ; ;2; ;16;6;1;7;2;5;4;18;14;7;9;2;3; ;20;8;7; ;1; ;4;2;12;9; ;4;4;7;5
Chaco;INDEPENDENCIA;Estatal;Rural;24;24;24; ; ; ; ; ;14;17;6;6;8;10;18;9; ;3;2;10;5;4;2;1; ; ;1;3;2; ;1;10; ; ; ; ; ;7;1;2;7;7;2;3;2;8;9;7;4;3; ; ;1;3;1;8;3; ; ; ; ; 
Chaco;INDEPENDENCIA;Estatal;Urbano;23;23;23; ; ; ; ; ;13;18;8;2;3;9;19;6; ;2; ;18;9;2;3;1;2;3;4;3;2; ;2;14;1;3;1; ;15;2;1;2;18;9;6;6;6;4;13;6;12;10; ; ;2;7;4;9;7; ; ; ; ; 
Chaco;LIBERTAD;Estatal;Rural;14;12;12; ; ; ; ; ;5;9;3; ;5;2;7;7; ; ; ;6;3;1;2;1; ;1;1;1;2; ; ;4; ;2; ; ;1;4; ;1;5;2;1;2;1; ;9;5;9;8; ; ;1;2;1;7;3; ; ; ; ; 
Chaco;LIBERTAD;Estatal;Urbano;14;14;14; ; ; ; ; ;4;11;3;3;2;2;11;2; ; ;1;7;3;1; ; ; ; ; ; ; ; ; ;7; ;2; ;1;2;2;3;2;8;4;2;2;1;1;5;8;2;2; ; ; ;2;2;3;2; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Rural;93;91;88; ; ; ; ;3;38;57;13;7;18;18;50;24; ;7;2;37;21;11;6;3;2;5;6;9;4; ;1;21;2;2;4;2;3;11;5;3;23;14;8;10;8;2;33;58;19;15;1; ;3;19;10;26;19; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Estatal;Urbano;57;57;56; ; ; ; ;1;25;31;21;5;15;14;34;21; ;3;2;30;16;11;7;4; ;5;3;9;6; ;1;28;3;4;2;2;17;11;5;5;35;22;12;16;6;7;23;27;20;18;1; ;1;12;7;27;21; ; ; ; ; 
Chaco;LIBERTADOR GENERAL SAN MARTIN;Privado;Urbano;10;10;10; ; ; ; ; ;7;5;7;4;5;3;9;7; ;1; ;7; ;2;4;4;3;3;3;4;4; ; ;1; ;8;1;1;4;3; ; ;9;7;3;3; ;1;1;8;3;2; ; ;1;3;3;7;5; ;1;2;3; 
Chaco;MAIPU;Estatal;Rural;47;47;46; ; ; ; ;1;24;29;4;5;16;8;29;13; ;8;1;24;12;4;5;1; ;3;1;4;4; ;1;3;2;3; ; ;3;4; ;1;5;6;1;3; ;2;19;26;9;9; ; ; ;6;1;17;13; ; ; ; ; 
Chaco;MAIPU;Estatal;Urbano;26;26;24; ;1; ; ;1;10;13;7;1;9;7;17;12; ;3; ;15;5;3; ;1; ; ;2;3;2; ; ;11;1;1;1;1;6;4;1; ;12;7;6;5;4; ;16;10;12;6;3;1;2;7;6;12;11; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Rural;30;30;30; ; ; ; ; ;18;24;9;3;13;12;21;16; ;4; ;16;8;4;6;1; ;6;6;5;6; ;1;17; ;1; ;2;5;8;4;2;15;15;7;9;2;1;17;12;9;8; ; ;1;7;2;13;6; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Estatal;Urbano;38;38;38; ; ; ; ; ;27;28;14;6;18;12;29;16; ;6;3;30;12;14;6;3; ;7;8;11;5; ; ;28; ;6;4;6;11;8;7;2;32;22;17;18;14;3;24;11;15;13; ;2; ;17;15;23;21; ; ; ; ; 
Chaco;MAYOR LUIS J FONTANA;Privado;Urbano;23;23;22; ; ; ; ;1;16;19;15;10;16;13;21;8; ;3; ;20;5;4;5;6;2;6;3;9;1; ; ;1; ;20;13;6;6;1;5;3;21;11;6;13;10;4; ;19;9;4;1;4; ;11;10;10;8; ;8;8;7;3
Chaco;O HIGGINS;Estatal;Rural;27;27;24; ; ; ; ;3;12;17;4;2;6;2;14;9; ;5; ;11;5;3;4; ; ;1; ;3;4; ;1;14; ;1;1; ;2;7;4;1;10;14;4;5;1;2;11;14;8;7; ; ;1;3;1;13;7; ; ; ; ; 
Chaco;O HIGGINS;Estatal;Urbano;26;26;26; ; ; ; ; ;17;21;8;5;5;7;16;11; ;2;1;18;8;4;2; ; ;1;3;5;2; ; ;18; ;4;1;1;8;2;10;2;21;10;5;8;2;1;16;9;10;9; ; ;1;9;5;16;12; ; ; ; ; 
Chaco;O HIGGINS;Privado;Urbano;6;6;6; ; ; ; ; ;3;1; ; ;1;1;6; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ;3; ; ;4; ; ; ;4;1; ;1; ; ;3;3;1; ;1; ; ; ; ; ; ; ;1;2;3;1
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Rural;11;11;10; ; ; ; ;1;9;7; ; ;1;3;8;2; ;1;1;6;3; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ;1;1; ; ;2;1; ;1; ; ;3;8;1;1; ; ; ;3;1;3;3; ; ; ; ; 
Chaco;PRESIDENCIA DE LA PLAZA;Estatal;Urbano;14;14;14; ; ; ; ; ;5;7;4;1;3;2;8;4; ;1;1;11;5;2; ;2;1;2;2;3;1; ; ;7;2;1;1;1;9;1;1;2;10;3;3;1;2; ;10;4;4;3; ; ;1;3;2;6;4; ; ; ; ; 
Chaco;QUITILIPI;Estatal;Rural;47;46;46; ; ; ; ; ;20;32;8;5;8;11;30;13; ;2;1;21;10;2;1;1;1; ;1;2; ; ;1;5; ;1; ; ;4;1;1; ;6;2;1;1; ; ;24;23;6;5; ; ;1;2; ;10;5; ; ; ; ; 
Chaco;QUITILIPI;Estatal;Urbano;34;34;34; ; ; ; ; ;15;21;5;6;8;9;17;14; ; ;2;17;11;6;6; ;2;4;4;3;3; ; ;15; ;7;1;1;12;5;4;2;19;16;7;4;3;5;17;12;14;13;1; ; ;4;3;16;12; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Rural;26;25;24; ;1; ; ; ;14;16;1;2;9;5;14;6; ;1; ;15;5;1;3; ; ; ; ;1; ; ; ;8;2; ;1; ;2;2;2;3;9;8;4;5;3;5;14;7;5;4; ; ;1;5; ;7;4; ; ; ; ; 
Chaco;SAN FERNANDO;Estatal;Urbano;265;264;264; ; ; ; ;1;152;215;85;33;91;85;218;99; ;18;7;212;77;60;45;21;6;20;21;63;25; ;6;194;7;23;41;17;138;27;27;25;219;129;81;77;59;42;163;60;123;104;3;6;10;92;62;154;114; ; ; ; ; 
Chaco;SAN FERNANDO;Privado;Urbano;167;159;159;4;1; ; ; ;86;105;78;75;72;66;128;55; ;16;5;119;11;22;20;8;13;20;16;27;13; ; ;14;2;114;31;19;88;10;11;20;127;99;48;80;49;2;3;162;66;18;16;20;12;56;46;74;51;13;38;30;30;27
Chaco;SAN LORENZO;Estatal;Rural;32;32;32; ; ; ; ; ;17;20;7;2;4;4;24;12; ;9;1;11;13;1;1;1; ; ; ;1; ; ;1;20; ; ; ;3; ;13;3;2;15;18;4;6;2;2;14;16;7;6; ; ;1;2; ;7;1; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Rural;27;27;25; ; ; ; ;2;10;13; ;1;1;1;12;3; ;4; ;7; ;1; ; ; ; ; ; ; ; ; ;3; ;1; ; ;1;1;3; ;4;2;1;1; ; ;8;19;2;1;1; ; ;4;1;6;3; ; ; ; ; 
Chaco;SARGENTO CABRAL;Estatal;Urbano;18;18;18; ; ; ; ; ;8;11;4;2;2;2;14;7; ; ; ;8;2;4;3;1;2;1;1;2;2; ; ;14; ;1;1; ;5;5;3;3;15;8;7;3;3;2;10;6;7;7; ; ; ;1;1;7;6; ; ; ; ; 
Chaco;TAPENAGA;Estatal;Rural;19;19;19;1; ; ; ; ;9;16;8;2;3;7;18;5; ;4; ;15;3;3;2;2; ; ;1;2;1; ;1;17; ; ;2; ;5;10; ;2;14;15;2;4;1;2;9;8;8;4; ;1;3;3;2;8;5; ; ; ; ; 
Chubut;BIEDMA;Estatal;Urbano;61;61;61; ; ; ; ; ;54;58;38;17;29;33;56;36; ;5;4;55;28;31;20;10;3;13;14;20;16; ;1;43;13;5;29;7;40;1;11;6;60;34;38;23;11;15;23;23;30;27;1; ;2;12;9;55;46; ; ; ; ; 
Chubut;BIEDMA;Privado;Urbano;20;20;20;1; ; ; ; ;14;19;14;13;11;8;18;9; ;2;2;20;1;4;5;3;3;4;3;4; ; ; ; ;1;18;5;4;11;2;2;4;19;18;10;12;9; ; ;20;8;2;5;1; ;6;5;15;8; ;2;4;3;1
Chubut;CUSHAMEN;Estatal;Rural;52;52;45;10;1;1; ; ;36;50;33;15;26;28;48;33; ;10;1;42;27;13;20;9;6;11;12;10;8; ;1;43;3;2;11;7;19;25;2;4;48;35;28;25;11;7;31;14;23;20; ; ;3;15;7;41;31; ; ; ; ; 
Chubut;CUSHAMEN;Estatal;Urbano;8;8;7;1; ; ; ; ;4;8;4;1;3;2;7;3; ;1; ;5;4;1; ; ; ; ; ; ; ; ; ;4;3; ;1;1;2;1;2; ;7;2; ;1; ; ;4;4;3;3; ; ; ;2; ;4;4; ; ; ; ; 
Chubut;Enmascarado;Estatal;Rural;11;11;10;1;1; ; ;1;11;10;5;3;8;8;11;7; ;3;1;9;5;4;4; ;1;2;3;1; ; ; ;4;2;1;1; ; ;4;1;1;7;4;4;2;1;3;3;5;5;5; ; ; ;3;1;10;7; ; ; ; ; 
Chubut;Enmascarado;Estatal;Urbano;7;7;7; ; ; ; ; ;5;6;2;1;3;3;7;5; ;1; ;2;2;2;1; ; ;1;1;1; ; ;1;4;1;2;3; ;5;2;1; ;7;5;4;5;1; ;2;5;1;1; ; ; ;2;1;7;4; ; ; ; ; 
Chubut;Enmascarado;Privado;Rural;3;3;3;1; ; ; ; ; ;1;1; ;1;1;3;2; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ;3; ; ;2; ; ;2;3;1;1;1; ; ; ;3;1;1; ; ; ;1;1;2;1; ; ; ;1; 
Chubut;Enmascarado;Privado;Urbano;3;3;3; ; ; ; ; ;2;2;1;1;2;2;2;2; ; ; ;2;1; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ;2;1; ; ;2;2;2;2;1;1; ;2;2;1;1; ; ;1;1;3;2; ; ;1;2; 
Chubut;ESCALANTE;Estatal;Urbano;122;122;122;1; ; ; ; ;101;113;77;36;72;72;115;96; ;31;7;115;52;51;53;27;14;39;45;42;43; ;13;84;10;11;51;9;34;9;19;5;103;43;53;34;30;69;33;20;67;58;2;1;6;50;30;95;78; ; ; ; ; 
Chubut;ESCALANTE;Privado;Urbano;59;59;59; ;1; ; ; ;49;52;43;33;44;31;58;34; ;11;10;56;10;10;12;12;7;12;9;13;5; ;1;1;1;56;39;7;23;6;9;8;58;47;22;40;18; ;1;58;25;4;8;11;2;16;13;26;19;2;3;8;5;1
Chubut;FUTALEUFU;Estatal;Rural;18;18;18; ; ; ; ; ;15;16;10;4;8;11;16;5; ;6;2;12;6;8;7;6;2;4;6;8;2; ;3;15;1;1;2; ;3;13; ; ;17;12;8;7;3;3;8;7;5;5; ; ; ;6;3;14;11; ; ; ; ; 
Chubut;FUTALEUFU;Estatal;Urbano;49;49;49; ; ; ; ; ;30;39;29;14;26;21;43;28; ;13;1;36;18;12;12;1;4;9;9;10;9; ;4;33;11;1;24;6;13;6; ;8;44;32;25;18;13;7;22;20;19;16;1;1;1;14;9;38;26; ; ; ; ; 
Chubut;FUTALEUFU;Privado;Urbano;8;8;8; ; ; ; ; ;6;6;4;6;1;1;8;7; ; ; ;7; ;3;2; ;2; ; ;1;1; ; ; ; ;8;2;2;2; ;1;1;8;4;3;3;1;1;1;6;5; ;4;1; ;2;2;5;3; ;1;3;2; 
Chubut;GAIMAN;Estatal;Rural;10;10;9; ; ; ; ;1;8;10;6;3;5;7;9;6; ;3;1;9;5;4;2; ;1;3;3;4;3; ; ;5;1;1; ; ; ;4;2;1;7;3;5;2;3;1;7;2;3; ;1;1;1;2;1;10;7; ; ; ; ; 
Chubut;GAIMAN;Estatal;Urbano;7;7;7; ; ; ; ; ;6;7;5;1;5;4;7;4; ;1;1;7;2;4;3;2; ;2;3;4;1; ;1;4; ;1;3; ;1;2;1; ;5;3;5;1;1;2;2;3;2;2; ; ; ;3;1;7;5; ; ; ; ; 
Chubut;GAIMAN;Privado;Urbano;6;6;6; ; ; ; ; ;3;6;4;1;3;2;6;3; ; ; ;5;1;1;3;1; ;1;2;1; ; ; ; ; ;6; ;1;3;1;1; ;6;5;5;6;1; ;1;5;3; ;1;2; ;1; ;6;3; ; ; ;3; 
Chubut;GASTRE;Estatal;Rural;10;10;3;6; ; ;1; ;9;9;6;2;4;5;8;1; ;3; ;7;3;2;5;2; ; ; ;3; ; ; ;8;1; ;1; ;1;9; ; ;9;9;3;4;3; ;6;4;2; ; ; ;2;3;3;8;5; ; ; ; ; 
Chubut;LANGUIÑEO;Estatal;Rural;11;11;10;1; ; ; ; ;10;11;9;8;10;8;11;8; ;8; ;11;6;8;7;6;6;5;4;6;3; ;3;9;1;1;1; ;2;9; ;1;11;8;6;6;3;3;2;6;6;5; ; ;1;3;3;10;9; ; ; ; ; 
Chubut;PASO DE INDIOS;Estatal;Rural;7;7;4;1; ; ; ;2;6;5;3;1;5;4;6;3; ;3; ;4;1;3;2;1;1;2;3;2;1; ; ;3;3;1;1; ; ;6;1; ;7;4;2;3; ; ;4;3;2;2; ; ; ;2; ;6;4; ; ; ; ; 
Chubut;RAWSON;Estatal;Rural;5;5;5; ; ; ; ; ;3;5;2; ;3;1;3;2; ; ; ;4;2; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;2; ; ;2;1;1;1; ; ;4;1; ; ; ; ; ;3;2;3;3; ; ; ; ; 
Chubut;RAWSON;Estatal;Urbano;124;124;124; ; ; ; ; ;86;104;62;31;64;65;104;79; ;23;5;100;49;33;37;18;11;33;33;41;29; ;5;74;8;4;49;7;28;11;5;9;85;35;45;29;25;13;68;43;66;53;2;5;6;45;29;102;73; ; ; ; ; 
Chubut;RAWSON;Privado;Urbano;29;29;29; ; ;1; ; ;24;25;21;21;19;17;28;23; ;8;1;26;4;11;12;4;9;9;9;8;10; ;3; ; ;27;10;1;15;2;5;6;27;20;14;18;10; ; ;29;15;3;6;4;2;11;10;18;14;1;7;6;4;1
Chubut;RIO SENGUER;Estatal;Rural;15;15;15;1; ; ; ;1;15;14;11;8;11;15;15;11; ;5; ;12;5;6;5;3;2;4;6;4;7; ;3;11;1;3;1; ;6;10;2; ;15;13;7;11;1;5;5;5;5;5; ; ; ;3;1;8;6; ; ; ; ; 
Chubut;SARMIENTO;Estatal;Rural;4;4;4; ; ; ; ; ;3;4;3;2;2;3;3;3; ;2; ;3;1; ;1; ; ; ;1; ; ; ; ;3;1; ;1; ; ;3; ;1;4;4;1;4; ; ;2;2; ; ; ; ; ; ; ;2;2; ; ; ; ; 
Chubut;SARMIENTO;Estatal;Urbano;12;12;12; ; ; ; ; ;9;11;5;1;4;7;10;7; ;2;1;10;4;5;6;2; ;2;7;1;3; ;1;6;2;3;6;3;3; ; ; ;9;7;6;6;1;3;5;4;7;5;1; ;1;3;2;9;8; ; ; ; ; 
Chubut;TEHUELCHES;Estatal;Rural;13;13;13; ; ; ; ; ;12;13;10;2;10;11;13;8; ;5;1;11;6;7;8;6; ;6;8;6;2; ;2;9;2;2;2; ;2;7;2;2;13;5;9;3;3;2;3;8;6;5; ; ;1;2;1;12;10; ; ; ; ; 
Chubut;TELSEN;Estatal;Rural;8;8;5;3; ; ; ; ;5;6;2;2;4;2;6;4; ;2; ;7;3;2;2;1; ;1; ;2;1; ;1;7; ; ; ; ;1;6; ; ;7;2;1;3; ; ; ;8;1;1; ; ; ;1; ;4;4; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 1;Estatal;Urbano;82;82;82;2;2; ; ; ;53;81;77;53;53;47;75;34; ;16;24;66;56;31;23;11;9;21;24;26;13; ;8;72;3;7;6;11;53;5;16;14;80;76;60;60;48;39;16;27;71;64;2;3;2;50;45;71;54; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 1;Privado;Urbano;73;73;72;4;1; ; ;1;57;67;61;60;60;54;72;42; ;19;9;61;19;19;19;15;20;22;19;17;11; ;4;2;2;69;12;11;58;1;6;10;73;59;42;51;47;1;1;71;42;5;25;11;1;49;45;58;42;6;24;21;18;15
Ciudad de Buenos Aires;Comuna 10;Estatal;Urbano;86;86;86; ;2; ; ; ;47;84;70;58;44;36;78;19; ;18;17;78;53;37;25;11;12;24;25;26;7; ;10;85;1; ;15;2;59;6;19;23;76;85;55;49;43;59;17;10;79;78; ; ;1;51;35;68;56; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 10;Privado;Urbano;26;26;26;3; ; ; ; ;22;26;23;22;24;21;26;12; ;8;5;26;5;3;8;4;8;11;9;9;5; ;1; ; ;25;2;2;24;1;1;4;25;25;19;24;21; ; ;26;18;3;13;1;1;22;20;20;15;8;18;19;18;3
Ciudad de Buenos Aires;Comuna 11;Estatal;Urbano;82;82;82; ;2; ; ; ;47;76;64;56;46;36;64;28; ;15;10;70;55;31;22;8;15;26;21;18;12; ;9;82; ; ;3;3;53;10;25;10;68;81;56;43;42;41;13;28;75;75; ; ; ;41;36;61;55; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 11;Privado;Urbano;40;40;39;3;1; ; ;1;34;38;36;34;35;34;40;18; ;11;5;37;13;8;11;6;11;16;12;12;5; ;2; ; ;40;4;1;36;1;7;6;39;36;30;34;32; ; ;40;25;3;16;5;1;32;31;33;27;15;21;20;19;2
Ciudad de Buenos Aires;Comuna 12;Estatal;Urbano;79;79;79;2;1; ; ; ;51;76;68;54;46;41;73;25; ;18;15;71;52;33;21;10;17;22;22;23;7; ;6;77; ; ;10;3;52;18;15;13;68;72;52;47;42;55;20;4;74;74; ; ; ;44;33;63;53; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 12;Privado;Urbano;45;45;45;2; ; ; ; ;35;43;40;41;36;33;44;25; ;5;8;39;14;15;15;10;11;18;18;14;8; ;2; ; ;45;8;6;39; ;4;10;45;41;34;35;34; ; ;45;28;2;17;6;3;33;33;39;30;14;29;28;26;1
Ciudad de Buenos Aires;Comuna 13;Estatal;Urbano;56;56;56; ;1; ; ; ;32;55;51;36;28;24;49;22; ;9;11;46;33;24;15;8;6;17;15;16;6; ;1;56; ; ;10;2;42;5;14;9;51;55;39;32;33;38;10;8;52;50;1; ;1;33;30;48;40; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 13;Privado;Urbano;80;80;80;3;1; ; ; ;72;77;70;74;70;61;79;39; ;18;19;78;32;28;38;20;40;36;30;33;14; ;7;1; ;79;4;4;71;3;10;13;80;76;60;74;59;1; ;79;64;9;41;11;3;63;53;70;53;17;25;25;23;7
Ciudad de Buenos Aires;Comuna 14;Estatal;Urbano;57;57;57;1;1; ; ; ;35;56;53;46;35;31;56;21; ;9;10;51;31;17;17;6;11;11;13;14;5; ;3;56; ;1;6;4;48;6;10;12;53;54;36;33;34;32;11;14;52;47;3;1;1;35;26;46;34; ; ; ; ; 
Ciudad de Buenos Aires;Comuna 14;Privado;Urbano;68;68;68;2;1; ; ; ;56;61;56;59;55;51;67;32; ;21;15;61;23;18;23;15;23;26;25;26;11; ;4;1; ;67;5;9;56;4;5;14;68;64;52;58;48;1; ;67;45;9;30;5;1;48;43;56;37;10;19;19;19;5
